"","pID","groupID","group_type","group_gender","baseline_partial_n","baseline_socnet_n","baseline_complete_n","group_size","group_identity_total","group_time_commit","group_role","group_identity_part","group_identity_important","group_identity_comfortable","group_identity_motivated","group_identity_depend","group_identity_like","group_identity_help","group_identity_similar","group_respect_num","gender_numeric","age","race","college_year","international_numeric","relationship_num","educ_self_years","educ_father_years","educ_mother_years","educ_parents_years","income_num","weight","rung_group","rung_community","rung_pennAcademic","smoker","alc_consump_self","amount_self","freq_self","alc_max_drinks","alc_max_drinks_freq","alc_regret_num","ext_fact_influence","group_att_alc_num","group_att_binge_num","alc_att_harm","alc_att_enjoy","alc_att_health","alc_att_happy","alc_att_fun","alc_att_binge_harm","alc_att_binge_enjoy","alc_att_binge_health","alc_att_binge_happy","alc_att_binge_fun","alc_binge_norm","alc_binge_norm_freq","alcAbuse_Treated","soc_med","soc_med_time","group_join_sem","group_join_year","closest_deg_out","closest_deg_in","closest_deg_out_norm","closest_deg_in_norm","closest_deg_in_z","closest_deg_out_z","closest_eigen","closest_page_rank","closest_authority","closest_hub","closest_between","closest_transitivity","closest_coreness","closest_community","interact_deg_out","interact_deg_in","interact_deg_out_norm","interact_deg_in_norm","interact_deg_in_z","interact_deg_out_z","interact_eigen","interact_page_rank","interact_authority","interact_hub","interact_between","interact_transitivity","interact_coreness","interact_community","like_deg_out","like_deg_in","like_deg_out_norm","like_deg_in_norm","like_deg_in_z","like_deg_out_z","like_eigen","like_page_rank","like_authority","like_hub","like_between","like_transitivity","like_coreness","like_community","goToGood_deg_out","goToGood_deg_in","goToGood_deg_out_norm","goToGood_deg_in_norm","goToGood_deg_in_z","goToGood_deg_out_z","goToGood_eigen","goToGood_page_rank","goToGood_authority","goToGood_hub","goToGood_between","goToGood_transitivity","goToGood_coreness","goToGood_community","goToBad_deg_out","goToBad_deg_in","goToBad_deg_out_norm","goToBad_deg_in_norm","goToBad_deg_in_z","goToBad_deg_out_z","goToBad_eigen","goToBad_page_rank","goToBad_authority","goToBad_hub","goToBad_between","goToBad_transitivity","goToBad_coreness","goToBad_community","comeForBad_deg_out","comeForBad_deg_in","comeForBad_deg_out_norm","comeForBad_deg_in_norm","comeForBad_deg_in_z","comeForBad_deg_out_z","comeForBad_eigen","comeForBad_page_rank","comeForBad_authority","comeForBad_hub","comeForBad_between","comeForBad_transitivity","comeForBad_coreness","comeForBad_community","leaders_deg_out","leaders_deg_in","leaders_deg_out_norm","leaders_deg_in_norm","leaders_deg_in_z","leaders_deg_out_z","leaders_eigen","leaders_page_rank","leaders_authority","leaders_hub","leaders_between","leaders_transitivity","leaders_coreness","leaders_community","influence_deg_out","influence_deg_in","influence_deg_out_norm","influence_deg_in_norm","influence_deg_in_z","influence_deg_out_z","influence_eigen","influence_page_rank","influence_authority","influence_hub","influence_between","influence_transitivity","influence_coreness","influence_community","alcMost_deg_out","alcMost_deg_in","alcMost_deg_out_norm","alcMost_deg_in_norm","alcMost_deg_in_z","alcMost_deg_out_z","alcMost_eigen","alcMost_page_rank","alcMost_authority","alcMost_hub","alcMost_between","alcMost_transitivity","alcMost_coreness","alcMost_community","alcLeast_deg_out","alcLeast_deg_in","alcLeast_deg_out_norm","alcLeast_deg_in_norm","alcLeast_deg_in_z","alcLeast_deg_out_z","alcLeast_eigen","alcLeast_page_rank","alcLeast_authority","alcLeast_hub","alcLeast_between","alcLeast_transitivity","alcLeast_coreness","alcLeast_community","X","irq_nt","irq_ne","irq_pt","irq_pe","irq","dmq_social","dmq_coping","dmq_enhancement","dmq_conformity","dmq_total","drunk_freq","drunk_percent","deq_confidence","deq_negative","deq_tension","deq_cognition","deq_sex","ready_change_behavior","psych_med","psych_med_today","psych_med_regular","mental_illness","mhealth_diagnosis","RPI_final","bis_11_attention_total","bis_11_attention","bis_11_cog_instability","bis_11_motor_total","bis_11_motor","bis_11_perseverence","bis_11_nonplanning","bis_11_selfcontrol","bis_11_cog_complex","bis_11_total","ders_strategy","ders_nonaccept","ders_impulse","ders_goals","ders_awareness","ders_clarity","ders_total","ius_total","ius_factor_1","ius_factor_2","maas_total","acs_total","acs_focus","acs_shift","iber","stai","ias","cesd","lonely","purpose_life","pil_benefit_self","pil_benefit_other","sys","iri_pt","iri_ec","iri_pd","iri","condition.x","StartDate","reappraisal_use","suppression_use","flourish_score","X.x","condition.y","contrast","nonalc_react_neurosynth_cognitive_control_mask","nonalc_react_neurosynth_conflict_mask","nonalc_react_neurosynth_regulation_mask","nonalc_react_neurosynth_reward_mask","nonalc_react_neurosynth_salience_network_mask","nonalc_react_vmPFC_Kable","nonalc_react_VS_Kable","alc_react_neurosynth_cognitive_control_mask","alc_react_neurosynth_conflict_mask","alc_react_neurosynth_regulation_mask","alc_react_neurosynth_reward_mask","alc_react_neurosynth_salience_network_mask","alc_react_vmPFC_Kable","alc_react_VS_Kable","downreg_neurosynth_cognitive_control_mask","downreg_neurosynth_conflict_mask","downreg_neurosynth_regulation_mask","downreg_neurosynth_reward_mask","downreg_neurosynth_salience_network_mask","downreg_vmPFC_Kable","downreg_VS_Kable","upreg_neurosynth_cognitive_control_mask","upreg_neurosynth_conflict_mask","upreg_neurosynth_regulation_mask","upreg_neurosynth_reward_mask","upreg_neurosynth_salience_network_mask","upreg_vmPFC_Kable","upreg_VS_Kable","alc_v_nonalc_neurosynth_cognitive_control_mask","alc_v_nonalc_neurosynth_conflict_mask","alc_v_nonalc_neurosynth_regulation_mask","alc_v_nonalc_neurosynth_reward_mask","alc_v_nonalc_neurosynth_salience_network_mask","alc_v_nonalc_vmPFC_Kable","alc_v_nonalc_VS_Kable","downreg_v_alc_react_neurosynth_cognitive_control_mask","downreg_v_alc_react_neurosynth_conflict_mask","downreg_v_alc_react_neurosynth_regulation_mask","downreg_v_alc_react_neurosynth_reward_mask","downreg_v_alc_react_neurosynth_salience_network_mask","downreg_v_alc_react_vmPFC_Kable","downreg_v_alc_react_VS_Kable","upreg_v_downreg_neurosynth_cognitive_control_mask","upreg_v_downreg_neurosynth_conflict_mask","upreg_v_downreg_neurosynth_regulation_mask","upreg_v_downreg_neurosynth_reward_mask","upreg_v_downreg_neurosynth_salience_network_mask","upreg_v_downreg_vmPFC_Kable","upreg_v_downreg_VS_Kable","upreg_v_alc_react_neurosynth_cognitive_control_mask","upreg_v_alc_react_neurosynth_conflict_mask","upreg_v_alc_react_neurosynth_regulation_mask","upreg_v_alc_react_neurosynth_reward_mask","upreg_v_alc_react_neurosynth_salience_network_mask","upreg_v_alc_react_vmPFC_Kable","upreg_v_alc_react_VS_Kable","total_between_system_FC","Sensory_Somatomotor_Hand_betweenFC","Sensory_Somatomotor_Mouth_betweenFC","Cingulo.opercular_Task_Control_betweenFC","Auditory_betweenFC","Default_mode_betweenFC","Memory_retrieval_betweenFC","Visual_betweenFC","Fronto.parietal_Task_Control_betweenFC","Salience_betweenFC","Subcortical_betweenFC","Ventral_attention_betweenFC","Dorsal_attention_betweenFC","Cerebellar_betweenFC","Uncertain_betweenFC","participant_id.x","total_within_system_FC","Sensory_Somatomotor_Hand_withinFC","Sensory_Somatomotor_Mouth_withinFC","Cingulo.opercular_Task_Control_withinFC","Auditory_withinFC","Default_mode_withinFC","Memory_retrieval_withinFC","Visual_withinFC","Fronto.parietal_Task_Control_withinFC","Salience_withinFC","Subcortical_withinFC","Ventral_attention_withinFC","Dorsal_attention_withinFC","Cerebellar_withinFC","Uncertain_withinFC","participant_id.y","X_seg","Total_seg","Sensory_Somatomotor_Hand_seg","Sensory_Somatomotor_Mouth_seg","Cingulo.opercular_Task_Control_seg","Auditory_seg","Default_mode_seg","Memory_retrieval_seg","Visual_seg","Fronto.parietal_Task_Control_seg","Salience_seg","Subcortical_seg","Ventral_attention_seg","Dorsal_attention_seg","Cerebellar_seg","Uncertain_seg","X.y","alc_downreg_crave","alc_react_crave","alc_upreg_crave","nonalc_react_crave","alc_mindful_crave","amount_self_c","freq_self_c","age_c","race_ter"
"1","muri012","g2p","sports","M",50,50,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,18,"White",1,0,1,12,12,20,32,6,149,"8",5,4,0,105,3.5,30,6,0.2,NA,1,3,3,4,4,8,6,3,4,4,8,6,3,2,1,0,1,20,NA,NA,5,4,7,6,-0.135113757,0.124075256,0.023475123,0.009511844,0.136004658,0.06425304,0.037009831,0.111111111,2,1,3,5,4,7,0.68679724,-0.050582728,0,0.011346305,0.664644733,0.031761929,0.015862471,0.107142857,1,1,3,5,4,7,-0.227858499,-0.330958064,0.073284975,0.009990072,0.257288044,0.01123905,0.003928571,0.25,2,2,3,4,5,6,1.051934458,0.284740759,0,0.013312498,0.181591049,0.105984267,0.024406895,0,1,4,2,2,3,3,0.098441764,0.085430451,0,0.011873804,0.007532423,0.066987688,0.009052579,0,1,7,2,4,3,6,1.767912442,0.180263027,0.076542868,0.021816301,0.108942761,0.000000000000000212,0.01454257,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,-0.751157094,-0.287196584,0,0.004980094,0,0.039412972,0,0,0,4,3,4,5,7,0.339227118,0.157775455,0.00000000000000019,0.010271241,0.170045021,0.144069182,0.00229741,0.333333333,0,2,"1:01",4.75,6.25,6,6.5,5.875,3.4,1.2,1.6,2.4,2.15,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,1.5,1.4,1.666666667,1.545454545,1.428571429,1.75,2.181818182,2.333333333,2,1.742424242,1.333333333,1.666666667,1.333333333,2,1.666666667,1.666666667,1.611111111,3.444444444,3.066666667,3.916666667,4.866666667,2.583333333,2.714285714,2.4,4.25,1.45,NA,1.9,2.75,4.142857143,6,5,NA,NA,NA,NA,NA,"mindful","2/1/19 11:27",5.5,4.75,50,62,"mindfulness","con_0002.nii",0.626292,0.287635,-0.305441,-0.868182,0.0523496,-1.90543,-1.51938,0.24046,0.0885212,-0.114678,-0.58259,0.195389,-1.58235,-0.113765,0.687854,0.625644,-0.184493,-0.549691,0.540054,-1.00124,-1.18951,NA,NA,NA,NA,NA,NA,NA,-0.385832,-0.199113,0.190763,0.285592,0.143039,0.323077,1.40562,0.447394,0.537123,-0.0698147,0.0328987,0.344666,0.581107,-1.07574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0955446865999186,0.101516300677409,0.0726957091882421,0.117957541241966,0.10495702662786,0.0761931329087193,0.119745220932905,0.0701321615234238,0.10593892827386,0.114099903406875,0.0838573473548569,0.127302655213221,0.122505214600502,0.111380147767472,0.0942465185098429,"muri012",0.244115817277324,0.214205448579674,1.37750221835038,0.32526750832515,0.234269343689486,0.269462592269048,0.307616216248634,0.327357837970768,0.155817818024426,0.232184048289134,0.159148626960032,0.241459719870174,0.377644312489801,0.215090324833492,0.0898505031350106,"muri012","sub-MURIP012",0.608609193514995,0.526079745634251,0.947226430404375,0.63735221556759,0.551981386147664,0.717240407037117,0.610731767027134,0.785762998808398,0.320110308198171,0.508579920767043,0.47308783646675,0.472778916161798,0.675606885768177,0.482170349346515,-0.048925884902691,1,1.4375,1.71875,NA,2.96875,1.4375,-0.193482747871607,-0.711917839727918,-2.15015479876161,"white"
"2","muri016","g2p","sports","M",50,50,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,18,"Asian",1,0,0,12,20,18,38,15,127,"5",4,4,0,NA,NA,-1,NA,NA,NA,0,2,1,1,9,9,2,8,1,9,9,2,8,2,3,0,1,2,NA,NA,2,2,3,3,-0.745304915,-0.544022275,0.112516458,0.007331597,0.09931158,0.036034747,0.008679921,0,1,1,1,1,1,1,-0.886379344,-0.449293645,0,0.005855757,0.444378997,0.00000000000000000443,0.000699301,0,1,5,10,3,14,4,-0.710382379,0.4558479,0.067366538,0.006480226,0.258778964,0.182506733,0.013229249,0.346153846,2,4,2,0,3,0,-1.331209093,-0.087165539,0.00000000000000000459,0.004680686,0.0000000000000000915,0.001615588,0,0,0,8,2,0,3,0,-1.064960907,0.085430451,0,0.005258972,0,0.000782753,0,0,0,9,2,1,3,2,-0.505117841,0.180263027,0,0.006508591,0,0.006493097,0.001057641,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,-0.751157094,-0.287196584,0,0.004980094,0,0.04747898,0,0,0,5,1,6,2,10,0.819109383,-0.604805913,0.96004223,0.069580413,0.220387674,0.024822854,0.002114662,0.380952381,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.20510804174118,-2.15015479876161,"asian"
"3","muri017","g2p","sports","M",50,50,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,20,"White",3,0,0,12,18,16,34,8,175,"7",5,3,0,30,1,30,2,0.2,NA,0,4,3,3,2,1,5,7,3,2,1,5,7,1,1,0,1,2,NA,NA,3,3,4,4,-0.440209336,-0.321323098,0.078115283,0.008120476,0.175460813,0.206004624,0.008835454,0.2,2,3,2,3,3,4,-0.099791052,-0.249938187,0,0.011332534,0.551865639,0.064902164,0.007167832,0.5,1,4,2,3,3,4,-0.710382379,-0.443358916,0.074290956,0.006837678,0.264361049,0.048472291,0.006948879,0.3,2,1,3,2,5,3,-0.139637317,0.284740759,0.045710024,0.008774793,0.108763041,0.136308875,0.006912442,0,1,1,2,2,3,3,0.098441764,0.085430451,0,0.012430338,0.044996026,0.045103187,0.004092262,0,1,3,1,2,2,3,0.25255892,-0.360526054,0.324717957,0.013043871,0.248800851,0.003392146,0.010047594,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,-0.751157094,-0.606303899,0,0.004980094,0,0.142734266,0,NA,0,1,0,9,0,16,1.53893278,-0.986096597,0.505529002,0.042938497,0.350942481,0,0,0.194444444,1,2,"1:02",3.25,5,4.75,4.75,4.4375,1.2,1,1,1.4,1.15,3,9,2.333333333,2.5,1.75,3,2,NA,NA,NA,NA,NA,NA,3,2.625,2.8,2.333333333,2.454545455,2.714285714,2,2.181818182,2.333333333,2,2.420454545,1,2.333333333,1,2,1.666666667,2,1.666666667,2.37037037,1.866666667,3,3.333333333,2.583333333,2.571428571,2.6,4,1.8,3.333333333,2.1,2.25,4.571428571,3,4,4.285714286,2.857142857,2.285714286,1.857142857,2.333333333,"perspective","2/22/19 12:29",5.166666667,4.5,45,63,"perspective","con_0002.nii",0.21777,0.063159,0.768296,0.295032,0.0894352,-0.153758,0.517389,0.937553,1.17931,1.06129,0.249291,-0.212244,-1.83625,-0.00245535,-0.319111,-0.720439,0.55202,-0.0624732,-0.169019,-0.967621,-0.211737,0.383852,1.02307,0.799709,0.472176,0.229459,-0.540075,0.716994,0.719783,1.11615,0.29299,-0.0457413,-0.301679,-1.68249,-0.519844,-1.25666,-1.89975,-0.509265,-0.311764,0.0432252,0.86863,-0.209282,0.702963,1.74351,0.247689,0.53465,0.398478,0.427546,0.928731,-0.553701,-0.156238,-0.261576,0.222886,0.441703,1.29618,0.719449,0.0925120524333463,0.0876957267478682,0.0967290870881011,0.107634021744858,0.101140694534571,0.0845370638546161,0.107374548610452,0.0756180271146134,0.0979268148234054,0.112037773812096,0.0854903843386319,0.105100029343049,0.0983656577762749,0.105262889225835,0.0911483891524911,"muri017",0.253892512476477,0.200946637925501,0.646589238497441,0.356852993666119,0.328472801400092,0.211875481902051,0.266646561666467,0.565053526265316,0.238111609260901,0.212408727481517,0.111598610070765,0.170726601975533,0.25028744737454,0.404206662820058,0.129620402407979,"muri017","sub-MURIP017",0.635625125250917,0.563586991784453,0.850401025366765,0.698379938923637,0.692088069077665,0.601005915853459,0.597315082784525,0.866175461970115,0.588735655823878,0.47253686258327,0.233947588734102,0.384395705608248,0.606989248529605,0.73958150889587,0.296805229275542,2,1.875,1.54166666666667,2.45833333333333,2.29166666666667,NA,-1.41603857233505,-0.711917839727918,-0.150154798761609,"white"
"4","muri018","g2p","sports","M",50,50,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,19,"White",2,0,0,12,18,18,36,15,160,"3",4,4,0,182,3.5,52,10,0.5,NA,2,3,1,4,4,7,6,3,4,4,7,6,3,2,3,0,1,5,NA,NA,13,6,19,9,0.475077402,1.905668672,0.513198725,0.022153389,0.268390846,0.60251297,0.067595377,0.18128655,3,2,10,6,15,9,1.080091387,1.344905481,0.472860342,0.017719822,0.819174262,0.255402156,0.048963536,0.2,2,3,11,8,15,11,0.495927321,0.568248752,0.420463985,0.018621841,0.396961336,0.269928135,0.022458148,0.251461988,4,5,10,2,16,3,-0.139637317,2.888084846,0.212439278,0.018957693,0.155220314,0.705606093,0.032287933,0.166666667,1,2,4,2,6,3,0.098441764,1.095063058,0,0.015295828,0.293930828,0.24919342,0.015749008,0.133333333,1,2,1,1,2,2,-0.505117841,-0.360526054,0.083948529,0.074525154,0,0.026158412,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,18,8,0.543941344,2.584769255,0.093132031,0.014202326,0.205883408,1,0.036482425,0.2,1,1,2,1,3,2,-0.380596279,-0.223515229,0.0000000000000000406,0.006781131,0.025129635,0.536347255,0.00026281,0.333333333,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.193482747871607,-0.361911889912056,-1.15015479876161,"white"
"5","muri020","g2p","sports","M",50,50,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,20,"White",2,0,0,12,16,16,32,15,165,"6",6,3,0,780,7.5,104,15,1,NA,0,4,3,5,3,7,7,3,5,3,7,7,3,3,1,0,1,5,NA,NA,5,7,7,10,0.780172981,0.124075256,0.484714504,0.0128367,0.667270484,0.435604973,0.006378831,0.348484848,3,3,5,2,7,3,-0.493085198,0.348128189,0.115085143,0.008570024,0.496311499,0.158213387,0.011383061,0.619047619,1,4,5,10,7,14,0.978451201,-0.10615636,0.423429261,0.013287081,0.749848631,0.143227979,0.009686631,0.447619048,4,1,1,4,2,6,1.051934458,-0.459071837,0.286357828,0.011403352,0.6100504,0.065418739,0.039725209,0.2,1,1,1,1,2,2,-0.483259571,-0.419385852,0,0.007960211,0.042337962,0.043656831,0.000372024,0,1,1,3,2,5,3,0.25255892,0.721052108,0.324717957,0.009808606,0.561052528,0.063706806,0.066895822,0.1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,5,0.025901969,0.351018047,0.085649134,0.008818747,0.163385552,0.40243492,0.008171913,0.380952381,1,1,3,0,5,0,-0.620537411,0.157775455,0,0.006294721,0.00000000000000012,0.633731908,0,0.666666667,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76260657126991,0.465374900561797,-0.150154798761609,"white"
"6","muri022","g2p","sports","M",50,50,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,21,"White",4,0,1,12,16,18,34,20,155,"8",2,4,0,1365,7.5,182,15,1,NA,3,4,4,5,3,8,7,3,5,3,8,7,3,4,10,0,1,5,NA,NA,4,5,6,7,0.169981823,-0.098623921,0.427023586,0.017038028,0.353223055,0.307154524,0.035227088,0.194444444,3,1,4,3,6,4,-0.099791052,0.14877273,0,0.007323841,0.621802498,0.097947126,0.004370629,0.238095238,1,1,5,7,7,10,0.254665381,-0.10615636,0.269465234,0.0111765,0.493438292,0.102174863,0.010544849,0.333333333,3,4,1,2,2,3,-0.139637317,-0.459071837,0,0.006382241,0.508890391,0.013218026,0.000256016,0.333333333,0,5,1,0,2,0,-1.064960907,-0.419385852,0,0.005258972,0,0.010490295,0,NA,0,8,1,1,2,2,-0.505117841,-0.360526054,0.058352554,0.007225984,0.327557132,0.092494385,0.002908514,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,8,0.543941344,-0.606303899,0.176686256,0.012339442,0.276519377,0.247094664,0.0000731,0.333333333,1,1,4,1,7,2,-0.380596279,0.53906614,0.0000000000000000338,0.007364824,0.013894353,0.660651409,0.00093985,0.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76260657126991,1.70630508627258,0.849845201238391,"white"
"7","muri023","g2p","sports","M",50,50,44,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,21,"Black or African American",2,0,0,12,16,16,32,15,180,"6",7,9,0,NA,NA,7,4,0.2,NA,0,4,1,2,7,7,5,5,2,7,7,5,5,3,3,0,1,30,NA,NA,10,15,14,21,3.220937615,1.237571141,1,0.043381525,1,0.608969397,0.151555086,0.133333333,3,3,8,6,12,9,1.080091387,0.946194564,0.46198622,0.024263149,0.402012775,0.20678294,0.086305361,0.131868132,2,4,17,14,24,19,1.943498962,1.242653863,0.75877041,0.033579352,0.824451495,0.389174979,0.083581706,0.206451613,4,1,4,6,6,9,2.243506233,0.656647058,0.219754085,0.036191247,0.618343648,0.106380423,0.084570746,0.111111111,1,1,5,5,8,8,1.843545771,1.599879361,0,0.031457513,0.5414001,0.298682551,0.034680886,0.111111111,1,1,3,4,5,6,1.767912442,0.721052108,1,0.045501357,0.670088338,0.036674075,0.045742993,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,12,1.061980719,-0.606303899,0.241219961,0.026862278,0.238121175,0.142734266,0.009156439,0.071428571,1,1,3,0,5,0,-0.620537411,0.157775455,0,0.006294721,0.00000000000000012,0.633731908,0,0.666666667,0,1,"1:03",4.5,7,5.25,6.5,5.8125,1.6,1,1.2,1,1.2,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.222222222,2.5,2.8,2,2.363636364,2.428571429,2.25,2.636363636,2.666666667,2.6,2.5,1.666666667,1,1,2.333333333,2,2,1.666666667,1.777777778,1.866666667,1.666666667,4.266666667,2.083333333,2.285714286,1.8,3,1.1,NA,1.3,1.75,3.142857143,4,5,NA,NA,NA,NA,NA,NA,"2/1/19 9:33",5,4.25,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07783315089905,0.849845201238391,"other"
